 AC_NAME , CANDIDATE_NAME , SEX , AGE , CATEGORY , PARTY , SYMBOL , GENERAL , POSTAL , TOTAL , %_VOTES_POLLED , TOTAL_ELECTORS 
Shrigonda,7 Harishchandra Patilbuva Pachpute,MALE,49,GENERAL,IND,Whistle,891,,891,0.421653392393202,311992
Shrigonda,8 Jathar Balu Appa,MALE,50,GENERAL,PWPI,Cart,378,4,382,0.180776201901463,311992
Shrigonda,9 Rajendra Nilkanth Nagwade,MALE,38,GENERAL,IND,Pressure Cooker,325,1,326,0.154274978586065,311992
Shrigonda,10 Pramod Bajirao Kale,MALE,29,ST,IND,Bat,289,5,294,0.139131422405838,311992
Shrigonda,11 Tatyaram Balbhim Ghodake,MALE,29,SC,BMUP,Cot,288,3,291,0.137711714013942,311992
Shrigonda,12 Sunil Shivaji Udamale,MALE,50,SC,IND,Key,267,,267,0.126354046878771,311992
,,,,,,,209989,1322,211311,67.7296212723403,
Karjat jamkhed,1 Rohit Pawar,MALE,34,GENERAL,NCP,Clock,134818,1006,135824,56.9827152206746,320843
Karjat jamkhed,2 Prof. Ram Shankar Shinde,MALE,52,GENERAL,BJP,Lotus,91815,662,92477,38.7971975163618,320843
Karjat jamkhed,3 Arun Housrao Jadhav,MALE,47,GENERAL,VBA,Gas Cylinder,3824,25,3849,1.61478435979191,320843
Karjat jamkhed,4 Ram Rangnath Shinde,MALE,34,GENERAL,IND,Cauliflower,2070,,2070,0.868434301057224,320843
Karjat jamkhed,5 NOTA,,,,NOTA,NOTA,866,1,867,0.363735526094982,320843
Karjat jamkhed,6 Adv. Patil Sumit Kanhiya,MALE,34,GENERAL,IND,Football,790,2,792,0.332270515187112,320843
Karjat jamkhed,7 Bhailume Shankar Madhukar,MALE,32,SC,BSP,Elephant,586,,586,0.245846618560161,320843
Karjat jamkhed,8 Somnath Bhagchand Shinde,MALE,31,GENERAL,JALOP,Pan,393,,393,0.164876657157241,320843
Karjat jamkhed,9 Adv. Maharudra Narhari Nagargoje,MALE,36,GENERAL,IND,Tiller,386,,386,0.16193992280584,320843
Karjat jamkhed,10 Dnyandeo Narhari Supekar,MALE,70,GENERAL,IND,Television,349,1,350,0.146836717570062,320843
Karjat jamkhed,11 Appasaheb Navnath Palve,MALE,34,GENERAL,MNS,Railway Engine,341,4,345,0.144739050176204,320843
Karjat jamkhed,12 Bajrang Manohar Sarde,MALE,36,GENERAL,IND,Tractor,214,,214,0.0897801644571237,320843
Karjat jamkhed,13 Govind Laxman Aambedkar,MALE,29,GENERAL,IND,Auto- Rickshaw,207,,207,0.0868434301057224,320843
,,,,,,,236659,1701,238360,74.2917875721147,
Georai,1 Pawar Laxman Madhavrao,MALE,45,GENERAL,BJP,Lotus,99343,282,99625,38.0896487914542,352375
Georai,2 Vijaysingh Shivajirao Pandit,MALE,42,GENERAL,NCP,Clock,92572,261,92833,35.4928618946757,352375
Georai,3 Badamrao Lahurao Pandit,MALE,64,GENERAL,IND,Cup & Saucer,50794,100,50894,19.4583145354305,352375
Georai,4 Vishnu Bhagwan Devkate,MALE,39,GENERAL,VBA,Gas Cylinder,8281,25,8306,3.17563485934071,352375
Georai,5 Bhaurao Durgadas Prabhale,MALE,34,GENERAL,CPI,Ears of Corn And Sickle,1662,,1662,0.635432836049152,352375
Georai,6 Manohar Chimaji Chalak,MALE,57,GENERAL,IND,Auto- Rickshaw,1132,1,1133,0.433180146356011,352375
Georai,7 Pawar Laxman Ashok,MALE,30,GENERAL,IND,Cauliflower,1100,,1100,0.420563248889331,352375
Georai,8 Rajendra Ankushrao Dake,MALE,47,GENERAL,IND,Road Roller,834,,834,0.318863408703365,352375
Georai,9 Pawar Laxmanrao Uttamrao,MALE,48,GENERAL,IND,Apple,812,,812,0.310452143725579,352375
Georai,10 Satish Padmakar Kapse,MALE,39,SC,BSP,Elephant,644,3,647,0.247367656392179,352375
Georai,11 Ravsaheb Shankar Chavan,MALE,37,GENERAL,HAPa,Ring,545,,545,0.20836997331335,352375
Georai,12 Vilas Pandurang Gunjal,MALE,39,GENERAL,IND,Gas Stove,506,,506,0.193459094489092,352375
Georai,13 NOTA,,,,NOTA,NOTA,476,2,478,0.182753848153727,352375
Georai,14 Laxman Asaram Pawar,MALE,42,GENERAL,IND,DIAMOND,434,,434,0.165931318198154,352375
Georai,15 Pawar Laxman Sudam,MALE,26,GENERAL,IND,Ice Cream,430,,430,0.164401997293102,352375
Georai,16 Rameshwar Keruba Ghorpade,MALE,34,SC,APoI,Coat,405,,405,0.154843741636526,352375
Georai,17 Walmik Baburao Kadam,MALE,29,GENERAL,PWPI,Cart,290,1,291,0.111258095842541,352375
Georai,18 Jadhav Mangal Ambadas,FEMALE,52,GENERAL,IND,Tractor Chalata Kissan,239,,239,0.0913769240768637,352375
Georai,19 Ashok Bhagoji Thorat,MALE,37,SC,IND,Almirah,237,,237,0.0906122636243376,352375
Georai,20 Chandne Dilip Nana,MALE,58,SC,IND,Air Conditioner,143,,143,0.054673222355613,352375
,,,,,,,260879,675,261554,74.2260376019865,
Majalgaon,1 PRAKASH (DADA) SUNDARRAO SOLANKE,MALE,65,GENERAL,NCP,Clock,110872,694,111566,48.8604512648027,331571
Majalgaon,2 RAMESH BABURAO KOKATE (ADASKAR),MALE,48,GENERAL,BJP,Lotus,97932,744,98676,43.2152617195712,331571
Majalgaon,3 DHAMMANAND SHANKARRAO SALVE,MALE,51,SC,IND,Tractor Chalata Kissan,4983,22,5005,2.19194520355967,331571
Majalgaon,4 SHAIKH AMAR JAINODDIN,MALE,40,GENERAL,AIMIM,Kite,2790,2,2792,1.22275944222549,331571
Majalgaon,5 EJAJ SHAIKH UMAR SHAIKH,MALE,40,GENERAL,IND,Carrom Board,2095,,2095,0.917507532758741,331571
Majalgaon,6 AMOL VILASRAO DONGARE,MALE,42,SC,BSP,Elephant,874,6,880,0.385396958867634,331571
Majalgaon,7 NAIM KARIM SHAIKH,MALE,35,GENERAL,IND,Whistle,808,,808,0.353864480414827,331571
Majalgaon,8 NOTA,,,,NOTA,NOTA,774,6,780,0.341601849905403,331571
Majalgaon,9 SHIVAJI GANGARAM ZODGE,MALE,50,SC,IND,Ring,712,,712,0.311821175811085,331571
Majalgaon,10 RAJARAM LAXMAN KSHIRSAGAR,MALE,46,SC,IND,Key,527,,527,0.230800224230958,331571
Majalgaon,11 SHAMSHERKHAN SAHEBKHAN PATHAN,MALE,63,GENERAL,IND,Gas Cylinder,453,4,457,0.200143647957396,331571
Majalgaon,12 SADEK IBRAHIM SHAIKH,MALE,37,GENERAL,IND,Road Roller,438,,438,0.191822577254572,331571
Majalgaon,13 RANGNATH NIKAM,MALE,71,GENERAL,IND,CUTTING PLIERS,431,,431,0.188756919627216,331571
Majalgaon,14 RAHUL GOVARDHAN FUNNE,MALE,27,GENERAL,BHYS,Cup & Saucer,409,,409,0.179121995655525,331571
Majalgaon,15 FARUKH PASHA SAYYAD,MALE,29,GENERAL,IND,Auto- Rickshaw,406,,406,0.177808142386658,331571
Majalgaon,16 AHEMAD HIRAJI SAYYAD,MALE,73,GENERAL,IND,Truck,360,,360,0.157662392264032,331571
Majalgaon,17 DATTA GULAB JADHAV,MALE,70,GENERAL,IND,Shoe,307,,307,0.134450984514049,331571
Majalgaon,18 DESHMUKH CHHATRABHUJ RAMESHWAR,MALE,31,GENERAL,SBBGP,Sewing Machine,306,1,307,0.134450984514049,331571
Majalgaon,19 SHAIKH AASIM YUNUS,MALE,28,GENERAL,IND,Iron,291,,291,0.127443767080092,331571
Majalgaon,20 EJAZ BABAR ISMAIL SHAIKH,MALE,52,GENERAL,IND,Almirah,245,,245,0.107298016957466,331571
Majalgaon,21 ANAND NAMDEV BHALEKAR,MALE,47,GENERAL,BALP,Plate Containing Food,220,,220,0.0963492397169084,331571
Majalgaon,22 AYUB SHABBIR SHAIKH,MALE,44,GENERAL,IND,Gas Stove,165,,165,0.0722619297876813,331571
Majalgaon,23 MUSHTAK MUSTAFA SHAIKH,MALE,67,GENERAL,TPSTP,Kettle,144,,144,0.0630649569056128,331571
Majalgaon,24 SATYABHAMA BHUJANG SAUNDARMAL,FEMALE,37,SC,IND,Air Conditioner,132,,132,0.0578095438301451,331571
Majalgaon,25 RAJESHWAR MANIKRAO KATE,MALE,37,GENERAL,ARP,Bat,99,,99,0.0433571578726088,331571
Majalgaon,26 SAYYAD ANWAR MUNEER,MALE,34,GENERAL,IND,Scissors,84,,84,0.0367878915282741,331571
,,,,,,,226857,1479,228336,68.8648886663791,
Beed,1 Sandeep Ravindra Kshirsagar,MALE,38,GENERAL,NCP,Clock,99231,703,99934,45.1589288457889,335965
Beed,2 Jaydattaji Sonajirao Kshirsagar,MALE,68,GENERAL,SHS,Bow and Arrow,96989,961,97950,44.2623839778756,335965
Beed,3 Adv.Shaikh Shafik (Bhau),MALE,44,GENERAL,AIMIM,Kite,7937,20,7957,3.59566910987193,335965
Beed,4 Ashok Sukhdev Hinge,MALE,47,GENERAL,VBA,Gas Cylinder,5503,82,5585,2.52379187867723,335965
Beed,5 Prashant Wasnik,MALE,44,SC,BSP,Elephant,960,6,966,0.436523358066644,335965
Beed,6 NOTA,,,,NOTA,NOTA,864,10,874,0.39494970491744,335965
Beed,7 Mohammed Qamrul Iman khan Zafar khan Naaz,MALE,34,GENERAL,IUML,Carrom Board,820,,820,0.370547778068994,335965
Beed,8 Osman Jilani Shaikh,MALE,50,GENERAL,IND,Slate,657,,657,0.296890109989426,335965
Beed,9 Vaibhav Chandrakant Kakade,MALE,35,GENERAL,MNS,Railway Engine,596,3,599,0.270680633004058,335965
Beed,10 Tukaram Vyankati Chate,MALE,59,GENERAL,IND,Football,595,,595,0.268873082867136,335965
Beed,11 Kiran Rajendra Chavan,MALE,34,GENERAL,IND,Tractor Chalata Kissan,574,,574,0.259383444648296,335965
Beed,12 Shaikh Talib Abdul Basit,MALE,44,GENERAL,IND,Football Player,546,,546,0.246730593689842,335965
Beed,13 Baban Machindra Khomane,MALE,29,GENERAL,IND,Apple,406,,406,0.183466338897575,335965
Beed,14 Khaled Saleem Rashed Saleem,MALE,51,GENERAL,PHJSP,Cup & Saucer,303,,303,0.136921922871836,335965
Beed,15 Adv.Sharad Bahinaji Kamble,MALE,38,SC,VINPA,Ring,276,4,280,0.126528509584535,335965
Beed,16 Vishvambhar Jijaba Bansode,MALE,46,SC,APoI,Coat,272,,272,0.122913409310691,335965
Beed,17 Wasim Shaikh Salim Shaikh,MALE,36,GENERAL,IND,Road Roller,250,,250,0.11297188355762,335965
Beed,18 Riyaz Bashir Shaikh,MALE,32,GENERAL,IND,DIAMOND,226,,226,0.102126582736089,335965
Beed,19 Sadek Subhan Shaikh,MALE,45,GENERAL,TPSTP,Kettle,220,,220,0.0994152575307058,335965
Beed,20 Gadale Shrikant Vishnu,MALE,32,GENERAL,BAHUMP,Whistle,219,,219,0.0989633699964753,335965
Beed,21 Rahul Marotirao Waikar,MALE,35,GENERAL,SBBGP,Sewing Machine,213,4,217,0.0980595949280143,335965
Beed,22 Ashish Ashok Deshmukh,MALE,30,GENERAL,RASMARP,Helicopter,200,,200,0.0903775068460961,335965
Beed,23 Babasaheb Abaji Lambate,MALE,68,GENERAL,IND,Baby Walker,173,,173,0.0781765434218732,335965
Beed,24 Ram Mahadev Sapte,MALE,41,GENERAL,IND,Bat,167,,167,0.0754652182164903,335965
Beed,25 Akash Sadashiv Wadmare,MALE,32,SC,IND,Air Conditioner,162,1,163,0.0736576680795684,335965
Beed,26 Balbhim Laxmanrao Jaher Patil,MALE,78,GENERAL,IND,Laptop,161,,161,0.0727538930111074,335965
Beed,27 Feroj Abdul Shaikh,MALE,31,GENERAL,IND,Auto- Rickshaw,155,,155,0.0700425678057245,335965
Beed,28 Mohammed Shareef Shaikh Ismail,MALE,51,GENERAL,IND,Balloon,142,,142,0.0641680298607283,335965
Beed,29 Vachishta Uddhav Kute,MALE,46,GENERAL,IND,Matchbox,134,,134,0.0605529295868844,335965
Beed,30 Shesherao Chokhoba Veer,MALE,58,SC,IND,Television,121,,121,0.0546783916418882,335965
Beed,31 Mahendra Rajendra Borade,MALE,40,SC,IND,Almirah,120,,120,0.0542265041076577,335965
Beed,32 Mubin Moin Shaikh,MALE,39,GENERAL,IND,Grapes,85,,85,0.0384104404095909,335965
Beed,33 More Muralidhar Vitthalrao,MALE,66,GENERAL,IND,Tiller,78,,78,0.0352472276699775,335965
Beed,34 Majiroddin Nasaroddin Kazi,MALE,34,GENERAL,IND,Phone Charger,75,,75,0.0338915650672861,335965
Beed,35 Mahmad Husen Shaikh,MALE,40,GENERAL,IND,Scissors,70,,70,0.0316321273961336,335965
,,,,,,,219500,1794,221294,65.8681707916003,
Ashti,1 Ajabe Balasaheb Bhausaheb,MALE,50,GENERAL,NCP,Clock,125939,817,126756,52.6312292910587,372321
Ashti,2 Bhimrao Anandrao Dhonde,MALE,64,GENERAL,BJP,Lotus,100025,906,100931,41.9082536808975,372321
Ashti,3 Namdev Sugriv Sanap,MALE,28,GENERAL,VBA,Gas Cylinder,4704,25,4729,1.9635605676845,372321
Ashti,4 NOTA,,,,NOTA,NOTA,2626,5,2631,1.09243557910297,372321
Ashti,5 Rajabhau Alias Devidas Ganpat Deshmukh,MALE,70,GENERAL,LJD,Whistle,1421,2,1423,0.590853602836762,372321
Ashti,6 Dada Narayan Tastode,MALE,40,SC,IND,Football,1218,2,1220,0.506564578679444,372321
Ashti,7 Vishnu Jijaba Gadekar,MALE,60,GENERAL,BSP,Elephant,1127,5,1132,0.470025494315681,372321
Ashti,8 Dnyandeo Rambhau Thorve,MALE,41,GENERAL,IND,Cup & Saucer,994,1,995,0.413140783431186,372321
Ashti,9 Kale Tukaram Nana,MALE,49,SC,APoI,Coat,617,2,619,0.257019241149652,372321
Ashti,10 Sanjay Uttamrao Khandekar,MALE,43,SC,LKSNP,Tractor Chalata Kissan,402,,402,0.166917180843555,372321
,,,,,,,239073,1765,240838,64.6855804534259,
Kaij ,1 NAMITA AKSHAY MUNDADA,FEMALE,30,SC,BJP,Lotus,122736,697,123433,53.7429301659316,362430
Kaij ,2 PRUTHVIRAJ SHIVAJI SATHE,MALE,46,SC,NCP,Clock,89640,884,90524,39.4142977189308,362430
Kaij ,3 VAIBHAV VIVEK SWAMI,MALE,44,SC,VBA,Gas Cylinder,9072,84,9156,3.98653738140748,362430
Kaij ,4 NOTA,,,,NOTA,NOTA,1591,7,1598,0.69577181471048,362430
Kaij ,5 PARMESHWAR SITARAM UDAR,MALE,38,SC,BSP,Elephant,1353,10,1363,0.593452430194233,362430
Kaij ,6 NILESH NAMDEV ARKE,MALE,29,SC,TPSTP,Kettle,792,,792,0.344838095901564,362430
Kaij ,7 MANIK KAMBU GAIKWAD,MALE,50,SC,LJD,Whistle,708,8,716,0.311747571547374,362430
Kaij ,8 SHIVAJI JYOTIBA SAVALKAR,MALE,69,SC,IND,Cup & Saucer,593,,593,0.258193170289934,362430
Kaij ,9 KALE MADHUKAR DAGADU,MALE,63,SC,IND,Ring,485,6,491,0.21378220339352,362430
Kaij ,10 KALUNKE VIKAS RAMBHAU,MALE,28,SC,IND,Auto- Rickshaw,294,2,296,0.128878884326847,362430
Kaij ,11 VISHAL GHANSHAM GHOBALE,MALE,36,SC,IND,Key,272,,272,0.118429245057103,362430
Kaij ,12 GAYABAI BHRA. PRABHU DHIMDHIME,FEMALE,68,SC,IND,Pan,238,,238,0.103625589424965,362430
Kaij ,13 DR. JEETENDRA MAHADEV OVAL,MALE,36,SC,IND,Bat,201,,201,0.0875157288841091,362430
,,,,,,,227975,1698,229673,63.3703059901222,
Parli,1 DHANANJAY PANDITRAO MUNDE,MALE,44,GENERAL,NCP,Clock,121555,559,122114,54.4490618534637,306710
Parli,2 PANKAJA GOPINATHRAO MUNDE,FEMALE,40,GENERAL,BJP,Lotus,91031,382,91413,40.759880858957,306710
Parli,3 BHIMRAO MUNJA SATPUTE,MALE,68,GENERAL,VBA,Gas Cylinder,4691,22,4713,2.10146607690661,306710
Parli,4 RAISODDIN JAKIYODDIN PATHAN,MALE,42,GENERAL,IND,Carrom Board,1365,,1365,0.608635942070343,306710
Parli,5 BHAGWAT BABANRAO VAIDYA,MALE,39,GENERAL,VINPA,Ring,980,,980,0.436969394306913,306710
Parli,6 ANANT VAIJNATH GAIKWAD,MALE,41,SC,BSP,Elephant,628,5,633,0.282246557751302,306710
Parli,7 NOTA,,,,NOTA,NOTA,557,4,561,0.250142683883855,306710
Parli,8 BHAGWAT RAMKRUSHN KAKDE,MALE,25,GENERAL,IND,Whistle,552,,552,0.246129699650424,306710
Parli,9 EJAZBABAR ISMAIL SHAIKH,MALE,52,GENERAL,IND,DIAMOND,453,,453,0.201986873082685,306710
Parli,10 HIDAYAT SADEKH ALI SAYYAD,MALE,44,GENERAL,IND,Air Conditioner,419,,419,0.186826710423058,306710
Parli,11 SIRAJODIN LIYAKAT ALI KAJHI,MALE,42,GENERAL,IND,Helicopter,264,,264,0.117714204180638,306710
Parli,12 PRAVIN SOPAN MASKE,MALE,41,SC,IND,Cup & Saucer,202,1,203,0.0905150888207177,306710
Parli,13 DR. VASANT RAGHUNATH MUNDE,MALE,74,GENERAL,IND,Sewing Machine,159,,159,0.0708960547906114,306710
Parli,14 SADEQUE MUNIRODDIN SHAIKH,MALE,32,GENERAL,TPSTP,Kettle,144,,144,0.0642077477348933,306710
Parli,15 FEROJ KHAN PATHAN KHAIRATI KHAN PATHAN,MALE,37,GENERAL,IND,Apple,110,,110,0.0490475850752658,306710
Parli,16 NABISAB SAB SAYYED,MALE,75,GENERAL,IND,Almirah,99,,99,0.0441428265677392,306710
Parli,17 DHANANJAY SADASHIVRAO DESHMUKH,MALE,39,GENERAL,IND,Auto- Rickshaw,90,,90,0.0401298423343083,306710
,,,,,,,223299,973,224272,73.1218414789215,
Latur Rural,1 Dhiraj Vilasrao Deshmukh,MALE,39,GENERAL,INC,Hand,134615,391,135006,67.638615423925,322330
Latur Rural,2 NOTA,,,,NOTA,NOTA,27449,51,27500,13.7776241363935,322330
Latur Rural,3 Sachin alias Ravi Ramraje Deshmukh,MALE,45,GENERAL,SHS,Bow and Arrow,13459,65,13524,6.77558504802128,322330
Latur Rural,4 Done Manchakrao Baliram,MALE,60,GENERAL,VBA,Gas Cylinder,12930,36,12966,6.49602452918101,322330
Latur Rural,5 Arjun Dhondiram Waghamare,MALE,48,GENERAL,MNS,Railway Engine,2906,6,2912,1.45892514491556,322330
Latur Rural,6 Babruwan Baliram Pawar,MALE,38,GENERAL,IND,SHIP,1490,6,1496,0.749502753019805,322330
Latur Rural,7 Sachin Mahadev Pandhavle,MALE,30,GENERAL,IND,Cup & Saucer,1016,1,1017,0.509521590789533,322330
Latur Rural,8 Balaji Hanmant Godse,MALE,35,GENERAL,RASMARP,Helicopter,898,,898,0.449902053617503,322330
Latur Rural,9 Khanderao Limbaji Bhojraj,MALE,46,SC,BSP,Elephant,811,2,813,0.407316669923196,322330
Latur Rural,10 Jalil Yasin Atar,MALE,32,GENERAL,BMUP,Cot,661,1,662,0.331664988301545,322330
Latur Rural,11 Shrinivas Angadrao Akangire,MALE,53,GENERAL,IND,Bat,574,2,576,0.288578600093187,322330
Latur Rural,12 Akurike Bajirao Dattatray,MALE,35,GENERAL,IND,Room Cooler,547,,547,0.274049469185717,322330
Latur Rural,13 Dagdusaheb Vyankatrao Padile,MALE,60,GENERAL,LJGP,Mike,494,,494,0.247496229941032,322330
Latur Rural,14 Arvind Mahadev Gade,MALE,25,GENERAL,IND,Road Roller,491,1,492,0.24649422091293,322330
Latur Rural,15 Gadgale Rajkumar Maroti,MALE,41,GENERAL,IND,Almirah,382,1,383,0.191884728881407,322330
Latur Rural,16 Shankar Ganpat Sonwane,MALE,65,GENERAL,BVA,Whistle,313,,313,0.15681441289786,322330
,,,,,,,199036,563,199599,61.9238047963267,
Latur City,1 Amit Vilasrao Deshmukh,MALE,43,GENERAL,INC,Hand,110443,713,111156,52.4848078493959,372474
Latur City,2 Shailesh Govindkumar Lahoti,MALE,48,GENERAL,BJP,Lotus,70276,465,70741,33.4019557385486,372474
Latur City,3 Rajasab Bashumiya Maniyar,MALE,51,GENERAL,VBA,Gas Cylinder,24454,150,24604,11.6173325086053,372474
Latur City,4 Kamble Madhukar Sambhaji,MALE,70,SC,BSP,Elephant,742,2,744,0.351296349634302,372474
Latur City,5 NOTA,,,,NOTA,NOTA,723,4,727,0.343269416914164,372474
Latur City,6 Laturshree Viththal Alias Shashipankaj,MALE,44,GENERAL,IND,Pot,661,,661,0.312106031059508,372474
Latur City,7 Vikas Jeevan Suryawanshi,MALE,28,GENERAL,IND,Almirah,503,,503,0.237502774013514,372474
Latur City,8 Akhicuraheman A.Jalil Momin,MALE,43,GENERAL,IUML,Television,500,,500,0.236086256474666,372474
Latur City,9 Manojkumar Alias Dinesh Jugalkishor Gilda,MALE,48,GENERAL,IND,Glass Tumbler,490,,490,0.231364531345172,372474
Latur City,10 Santosh Sambhaji Sabde,MALE,28,GENERAL,IND,Key,260,,260,0.122764853366826,372474
Latur City,11 Ram Shankar Patole,MALE,41,SC,BVA,Whistle,255,1,256,0.120876163315029,372474
Latur City,12 Babasaheb Goroba Sitapure,MALE,44,SC,IND,Ring,179,,179,0.0845188798179303,372474
Latur City,13 Dwarkadhish Alias Dinesh Govind Parikh,MALE,31,GENERAL,IND,Auto- Rickshaw,159,,159,0.0750754295589437,372474
Latur City,14 Bandusing Gulabsing Bhat,MALE,45,GENERAL,BMUP,Cot,152,,152,0.0717702219682983,372474
Latur City,15 Jaynjay Surykant Sayhadri,MALE,25,GENERAL,RASMARP,Helicopter,146,,146,0.0689371868906024,372474
Latur City,16 Firojkhan Sajidkhan Pathan,MALE,28,GENERAL,IND,Cup & Saucer,128,,128,0.0604380816575144,372474
Latur City,17 Chhotu Kishanrao Hibare,MALE,49,GENERAL,IND,Harmonium,118,,118,0.0557163565280211,372474
Latur City,18 Shriram Kisanrao Gomare,MALE,50,GENERAL,IND,Apple,93,,93,0.0439120437042878,372474
Latur City,19 Alte Vishwanth Mahadev,MALE,38,SC,IND,Pen Nib with Seven Rays,87,,87,0.0410790086265918,372474
Latur City,20 Pathan Minhaj Khan Asif Khan,MALE,45,GENERAL,IND,Air Conditioner,83,,83,0.0391903185747945,372474
,,,,,,,210452,1335,211787,56.8595391893126,
Ahmadpur ,1 BABASAHEB MOHANRAO PATIL,MALE,60,GENERAL,NCP,Clock,83810,826,84636,39.3690605216275,321329
Ahmadpur ,2 JADHAV PATIL VINAYAKRAO KISHANRAO,MALE,58,GENERAL,BJP,Lotus,54827,618,55445,25.7906512668561,321329
Ahmadpur ,3 DILIP RAJESAHEB DESHMUKH,MALE,64,GENERAL,IND,Helicopter,45570,276,45846,21.3256055186272,321329
Ahmadpur ,4 AYODHYA ASHOK KENDRE,FEMALE,50,GENERAL,VBA,Gas Cylinder,21943,198,22141,10.2990496834604,321329
Ahmadpur ,5 TAHER HUSEN MAINODDIN SAYYED,MALE,46,GENERAL,AIMIM,Kite,1995,1,1996,0.928454142459101,321329
Ahmadpur ,6 NOTA,,,,NOTA,NOTA,1759,3,1762,0.819607314134737,321329
Ahmadpur ,7 RIYAZ AHMED NISAR AHMED SIDDIQUI,MALE,47,GENERAL,IUML,Whistle,973,,973,0.452598136579512,321329
Ahmadpur ,8 CHANDRAKANT SAHEBRAO JADHAV,MALE,40,GENERAL,IND,Pen Nib with Seven Rays,806,,806,0.374916853117252,321329
Ahmadpur ,9 DNYANOBA SOPAN JARIPATKE,MALE,61,SC,IND,Cup & Saucer,755,,755,0.351193826431173,321329
Ahmadpur ,10 TIGOTE BALAJI SAMBHAJI,MALE,47,SC,BSP,Elephant,619,2,621,0.288862736706965,321329
,,,,,,,213057,1924,214981,66.9037030582363,
Udgir ,1 Bansode Sanjay Baburao,MALE,46,SC,NCP,Clock,95196,1170,96366,53.6373857577006,299139
Udgir ,2 Anil Sadashiv Kamble,MALE,47,SC,BJP,Lotus,75053,734,75787,42.183099375494,299139
Udgir ,3 Atul Abhimanyu Dhaware,MALE,53,SC,VBA,Gas Cylinder,2573,26,2599,1.44660529215972,299139
Udgir ,4 NOTA,,,,NOTA,NOTA,1088,9,1097,0.610590998653026,299139
Udgir ,5 Kashinath Gunaji Kale,MALE,39,SC,BSP,Elephant,962,1,963,0.536006501096503,299139
Udgir ,6 Sanjay Sopanrao Kamble,MALE,47,SC,BVA,Whistle,496,,496,0.276073961104741,299139
Udgir ,7 Narasinha Pandurangrao Ghone,MALE,49,SC,IND,Cup & Saucer,454,2,456,0.253809931983391,299139
Udgir ,8 Balaji Keshav Kamble,MALE,51,SC,BMUP,Cot,415,2,417,0.232102503590075,299139
Udgir ,9 Shobha Sushil Motiram,FEMALE,49,SC,IND,Television,349,,349,0.19425365408378,299139
Udgir ,10 Pradeep Pralhad Kamble,MALE,43,SC,IND,Road Roller,318,,318,0.176999031514733,299139
Udgir ,11 Dhondiba Irba Namwad,MALE,60,SC,IND,Tractor Chalata Kissan,309,1,310,0.172546225690463,299139
Udgir ,12 Balaji Hiraman Gadkar,MALE,36,SC,IND,Bat,279,2,281,0.156404804577484,299139
Udgir ,13 Kamlakar Prabhakar Kamble,MALE,38,SC,IND,Auto- Rickshaw,223,,223,0.124121962351527,299139
,,,,,,,177715,1947,179662,60.0597046857815,
Nilanga,1 Nilangekar Sambhaji Diliprao Patil,MALE,42,GENERAL,BJP,Lotus,96784,540,97324,49.3234271581913,316690
Nilanga,2 Ashokrao Shivajirao Patil Nilangekar,MALE,54,GENERAL,INC,Hand,64855,338,65193,33.0395605063907,316690
Nilanga,3 Arvind Virbhadrappa Bhatambre,MALE,46,GENERAL,VBA,Gas Cylinder,29636,183,29819,15.112153984938,316690
Nilanga,4 NOTA,,,,NOTA,NOTA,1266,6,1272,0.64464468522892,316690
Nilanga,5 Kamble Rajaram Vitthal,MALE,43,SC,BSP,Elephant,906,1,907,0.459664095520936,316690
Nilanga,6 Sastapure Rajkumar Vitthal,MALE,36,GENERAL,IND,Tractor Chalata Kissan,644,8,652,0.33043108079344,316690
Nilanga,7 Shrimant Niwant Usnale,MALE,33,GENERAL,IND,DIAMOND,641,,641,0.324856323295391,316690
Nilanga,8 Ankushrao Shivajirao Patil Honalikar,MALE,52,GENERAL,RASMARP,Helicopter,478,,478,0.242248553097031,316690
Nilanga,9 Anwarkhan Sattarkhan Pathan,MALE,46,GENERAL,IND,Cup & Saucer,438,,438,0.221976707649581,316690
Nilanga,10 Shesherao Rama Kamble,MALE,68,SC,IND,Lady Finger,345,,345,0.174844666984259,316690
Nilanga,11 Rameshwar Baburao Suryanwashi,MALE,31,SC,BVA,Whistle,249,,249,0.126192237910378,316690
,,,,,,,196242,1076,197318,62.3063563737409,
Ausa,1 Abhimanyu Dattatray Pawar,MALE,47,GENERAL,BJP,Lotus,94905,435,95340,50.8930573200807,283958
Ausa,2 Basavaraj Mahadvarao Patil,MALE,62,GENERAL,INC,Hand,68226,400,68626,36.6329657189832,283958
Ausa,3 Bajrang Bhujangrao Jadhav,MALE,48,GENERAL,IND,Whistle,9579,9,9588,5.11813125220195,283958
Ausa,4 Sudhir Shankarrao Potdar,MALE,42,GENERAL,VBA,Gas Cylinder,8144,24,8168,4.36012683228885,283958
Ausa,5 Abhimanyu Sheshrao Pawar,MALE,39,GENERAL,SBBGP,Sewing Machine,1108,3,1111,0.59305838769257,283958
Ausa,6 Manohar Anandrao Patil,MALE,58,GENERAL,IND,Pressure Cooker,831,,831,0.443592727428016,283958
Ausa,7 Prof. Dr.Anil Sugriv Kamble,MALE,44,SC,BSP,Elephant,789,,789,0.421172878388333,283958
Ausa,8 NOTA,,,,NOTA,NOTA,781,2,783,0.417970042811236,283958
